CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,Full_Name,Age,Income_Bracket
21439,MR.,THOMAS,CLARK,1/18/1962,S,M,thomas59@adventure-works.com,70000,1,Bachelors,Professional,Y,THOMAS CLARK,64,Mid-Range
21440,MR.,IAN,MORGAN,2/14/1962,S,M,ian80@adventure-works.com,70000,1,Bachelors,Professional,N,IAN MORGAN,64,Mid-Range
21441,MR.,EDWARD,NELSON,8/14/1942,M,M,edward11@adventure-works.com,50000,4,Bachelors,Management,Y,EDWARD NELSON,84,Mid-Range
21442,MRS.,SAVANNAH,COOK,5/22/1942,S,F,savannah19@adventure-works.com,50000,4,Bachelors,Management,Y,SAVANNAH COOK,84,Mid-Range
21443,MRS.,ZOE,MORGAN,5/10/1942,M,F,zoe21@adventure-works.com,70000,5,Bachelors,Management,Y,ZOE MORGAN,84,Mid-Range
21444,MR.,BLAKE,LOPEZ,12/23/1942,M,M,blake29@adventure-works.com,70000,5,Bachelors,Management,Y,BLAKE LOPEZ,84,Mid-Range
21445,MRS.,MADELINE,EVANS,3/17/1943,M,F,madeline0@adventure-works.com,60000,3,Graduate Degree,Management,Y,MADELINE EVANS,83,Mid-Range
21446,MR.,JEREMY,BARNES,10/16/1943,M,M,jeremy24@adventure-works.com,60000,3,Graduate Degree,Management,N,JEREMY BARNES,83,Mid-Range
21447,MR.,ANTHONY,HARRIS,2/26/1943,M,M,anthony21@adventure-works.com,70000,5,Bachelors,Management,Y,ANTHONY HARRIS,83,Mid-Range
21448,MRS.,JENNA,NELSON,4/4/1943,M,F,jenna9@adventure-works.com,80000,5,Bachelors,Management,N,JENNA NELSON,83,Mid-Range
21449,MR.,DEVON,RAHEEM,1/22/1943,M,M,devon15@adventure-works.com,80000,5,Bachelors,Management,Y,DEVON RAHEEM,83,Mid-Range
21450,MR.,NATHAN,BRYANT,2/7/1944,M,M,nathan14@adventure-works.com,40000,4,High School,Professional,N,NATHAN BRYANT,82,Budget
21451,MRS.,JOCELYN,ROSS,10/28/1944,M,F,jocelyn4@adventure-works.com,40000,4,High School,Professional,Y,JOCELYN ROSS,82,Budget
21452,MR.,SETH,BAILEY,5/21/1944,M,M,seth87@adventure-works.com,40000,4,High School,Professional,Y,SETH BAILEY,82,Budget
21453,MR.,WAYNE,DENG,2/21/1944,M,M,wayne2@adventure-works.com,70000,4,Bachelors,Management,Y,WAYNE DENG,82,Mid-Range
21454,MR.,ALVIN,GOLDSTEIN,2/7/1944,M,M,alvin40@adventure-works.com,70000,4,Bachelors,Management,Y,ALVIN GOLDSTEIN,82,Mid-Range
21455,MR.,SAMUEL,SHAN,12/18/1945,M,M,samuel28@adventure-works.com,40000,4,High School,Professional,N,SAMUEL SHAN,81,Budget
21456,MR.,DALTON,GONZALES,2/26/1945,M,M,dalton63@adventure-works.com,40000,4,High School,Professional,N,DALTON GONZALES,81,Budget
21457,MR.,JAMIE,SERRANO,9/24/1945,M,M,jamie38@adventure-works.com,40000,5,High School,Professional,N,JAMIE SERRANO,81,Budget
21458,MR.,CARSON,PRICE,5/12/1945,M,M,carson0@adventure-works.com,40000,5,High School,Professional,N,CARSON PRICE,81,Budget
21459,MR.,LUIS,ALEXANDER,9/24/1945,M,M,luis18@adventure-works.com,70000,4,Bachelors,Management,N,LUIS ALEXANDER,81,Mid-Range
21460,MR.,JACK,CARTER,8/7/1945,M,M,jack46@adventure-works.com,70000,4,Bachelors,Management,Y,JACK CARTER,81,Mid-Range
21461,MRS.,ELIZABETH,SIMMONS,6/2/1945,M,F,elizabeth44@adventure-works.com,70000,5,Bachelors,Management,Y,ELIZABETH SIMMONS,81,Mid-Range
21462,MRS.,KATELYN,NELSON,9/2/1945,S,F,katelyn32@adventure-works.com,70000,5,Bachelors,Management,N,KATELYN NELSON,81,Mid-Range
21463,MR.,LOGAN,ROBERTS,10/25/1945,M,M,logan30@adventure-works.com,70000,5,Bachelors,Management,Y,LOGAN ROBERTS,81,Mid-Range
21464,MR.,MIGUEL,GRIFFIN,4/9/1945,M,M,miguel67@adventure-works.com,70000,5,Bachelors,Management,Y,MIGUEL GRIFFIN,81,Mid-Range
21465,MR.,AUSTIN,SHAN,5/1/1946,M,M,austin28@adventure-works.com,70000,5,Bachelors,Management,Y,AUSTIN SHAN,80,Mid-Range
21466,MR.,AUSTIN,JONES,3/8/1946,M,M,austin42@adventure-works.com,70000,5,Bachelors,Management,N,AUSTIN JONES,80,Mid-Range
21467,MR.,DAVID,HARRIS,8/3/1946,M,M,david72@adventure-works.com,60000,4,Bachelors,Management,Y,DAVID HARRIS,80,Mid-Range
21468,MR.,ETHAN,YANG,8/27/1946,M,M,ethan23@adventure-works.com,60000,4,Bachelors,Management,Y,ETHAN YANG,80,Mid-Range
21469,MRS.,CAITLIN,BELL,9/27/1947,S,F,caitlin11@adventure-works.com,70000,2,Partial College,Professional,N,CAITLIN BELL,79,Mid-Range
21470,MRS.,STEPHANIE,JENKINS,3/16/1947,S,F,stephanie34@adventure-works.com,70000,2,Partial College,Professional,N,STEPHANIE JENKINS,79,Mid-Range
21471,MR.,MARCUS,CARTER,5/1/1947,M,M,marcus38@adventure-works.com,70000,2,Partial College,Professional,Y,MARCUS CARTER,79,Mid-Range
21472,MR.,PATRICK,WARD,11/19/1947,M,M,patrick17@adventure-works.com,70000,2,Partial College,Professional,Y,PATRICK WARD,79,Mid-Range
21473,MRS.,STACY,RUBIO,10/11/1948,M,F,stacy21@adventure-works.com,40000,2,High School,Professional,Y,STACY RUBIO,78,Budget
21474,MR.,LUCAS,GRAY,10/22/1948,M,M,lucas78@adventure-works.com,60000,2,Partial College,Professional,Y,LUCAS GRAY,78,Mid-Range
21475,MRS.,CASSIDY,ALEXANDER,8/20/1948,M,F,cassidy20@adventure-works.com,60000,2,Bachelors,Management,Y,CASSIDY ALEXANDER,78,Mid-Range
21476,MR.,HUNTER,JENKINS,10/9/1948,M,M,hunter3@adventure-works.com,60000,2,Bachelors,Management,N,HUNTER JENKINS,78,Mid-Range
21477,MRS.,KATELYN,WATSON,6/10/1948,M,F,katelyn7@adventure-works.com,60000,2,Bachelors,Management,Y,KATELYN WATSON,78,Mid-Range
21478,MRS.,ABIGAIL,REED,7/14/1948,M,F,abigail6@adventure-works.com,60000,2,Bachelors,Management,Y,ABIGAIL REED,78,Mid-Range
21479,MR.,NOAH,FOSTER,2/3/1948,M,M,noah13@adventure-works.com,60000,2,Bachelors,Management,Y,NOAH FOSTER,78,Mid-Range
21480,MR.,ALFREDO,MARTIN,3/9/1949,M,M,alfredo1@adventure-works.com,40000,2,High School,Professional,N,ALFREDO MARTIN,77,Budget
21481,MR.,JOSE,DIAZ,5/9/1949,M,M,jose16@adventure-works.com,60000,2,Partial College,Professional,Y,JOSE DIAZ,77,Mid-Range
21482,MRS.,HALEY,FLORES,10/8/1949,S,F,haley31@adventure-works.com,60000,2,Partial College,Professional,N,HALEY FLORES,77,Mid-Range
21483,MRS.,MICHELLE,BAILEY,6/16/1949,M,F,michelle16@adventure-works.com,60000,2,Partial College,Professional,Y,MICHELLE BAILEY,77,Mid-Range
21484,MRS.,ABIGAIL,COLEMAN,4/26/1949,M,F,abigail31@adventure-works.com,60000,2,Partial College,Professional,Y,ABIGAIL COLEMAN,77,Mid-Range
21485,MR.,BRANDON,CLARK,2/15/1949,M,M,brandon49@adventure-works.com,60000,2,Partial College,Professional,N,BRANDON CLARK,77,Mid-Range
21486,MRS.,SUZANNE,GAO,9/3/1949,S,F,suzanne16@adventure-works.com,60000,2,Bachelors,Management,Y,SUZANNE GAO,77,Mid-Range
21487,MRS.,JACQUELINE,RAMIREZ,3/11/1949,S,F,jacqueline31@adventure-works.com,70000,4,Partial College,Professional,Y,JACQUELINE RAMIREZ,77,Mid-Range
21488,MRS.,MADISON,HENDERSON,10/2/1949,M,F,madison40@adventure-works.com,70000,4,Partial College,Professional,N,MADISON HENDERSON,77,Mid-Range
21489,MR.,NEIL,GUTIERREZ,8/20/1950,M,M,neil10@adventure-works.com,40000,2,Partial High School,Skilled Manual,N,NEIL GUTIERREZ,76,Budget
21490,MR.,COLE,WARD,11/6/1950,M,M,cole5@adventure-works.com,40000,2,Partial High School,Skilled Manual,Y,COLE WARD,76,Budget
21491,MR.,JOSEPH,LEWIS,4/12/1950,M,M,joseph28@adventure-works.com,60000,2,Partial College,Professional,Y,JOSEPH LEWIS,76,Mid-Range
21492,MR.,ROBERT,JAI,10/23/1950,S,M,robert43@adventure-works.com,60000,2,Partial College,Professional,Y,ROBERT JAI,76,Mid-Range
21493,MR.,CARSON,COLEMAN,12/20/1950,S,M,carson4@adventure-works.com,80000,3,Bachelors,Management,Y,CARSON COLEMAN,76,Mid-Range
21494,MRS.,KAYLA,GONZALES,9/9/1951,S,F,kayla41@adventure-works.com,60000,2,High School,Professional,Y,KAYLA GONZALES,75,Mid-Range
21495,MR.,JAMES,HUGHES,8/2/1951,M,M,james27@adventure-works.com,60000,2,High School,Professional,Y,JAMES HUGHES,75,Mid-Range
21496,MRS.,NICHOLE,RAI,11/11/1951,M,F,nichole17@adventure-works.com,60000,2,Partial College,Professional,Y,NICHOLE RAI,75,Mid-Range
21498,MR.,CAMERON,WILSON,5/6/1951,M,M,cameron47@adventure-works.com,60000,2,Partial College,Professional,Y,CAMERON WILSON,75,Mid-Range
21499,MRS.,BAILEY,RAMIREZ,10/24/1951,M,F,bailey5@adventure-works.com,70000,4,Partial College,Professional,Y,BAILEY RAMIREZ,75,Mid-Range
21500,MR.,DEVIN,LONG,2/17/1952,M,M,devin48@adventure-works.com,70000,2,Partial High School,Skilled Manual,Y,DEVIN LONG,74,Mid-Range
21501,MR.,DEB,FOSTER,2/3/1952,S,M,deb9@adventure-works.com,70000,2,Partial High School,Skilled Manual,Y,DEB FOSTER,74,Mid-Range
21502,MRS.,MORGAN,CLARK,11/25/1952,S,F,morgan40@adventure-works.com,60000,2,High School,Professional,Y,MORGAN CLARK,74,Mid-Range
21503,MRS.,MELANIE,LONG,6/26/1952,M,F,melanie25@adventure-works.com,60000,2,High School,Professional,Y,MELANIE LONG,74,Mid-Range
21504,MRS.,CHLOE,TORRES,4/20/1952,M,F,chloe59@adventure-works.com,60000,2,High School,Professional,Y,CHLOE TORRES,74,Mid-Range
21505,MR.,RONALD,GONZALEZ,4/20/1957,S,M,ronald21@adventure-works.com,110000,2,Partial College,Professional,Y,RONALD GONZALEZ,69,Premium
21506,MR.,RANDALL,GUTIERREZ,10/23/1957,M,M,randall12@adventure-works.com,130000,3,Partial College,Professional,Y,RANDALL GUTIERREZ,69,Premium
21507,MR.,HUNTER,SMITH,1/15/1957,M,M,hunter59@adventure-works.com,150000,1,Partial College,Professional,N,HUNTER SMITH,69,Premium
21508,MRS.,SUZANNE,LI,3/25/1956,M,F,suzanne4@adventure-works.com,120000,3,High School,Professional,Y,SUZANNE LI,70,Premium
21509,MRS.,MICHELE,LOPEZ,11/21/1955,M,F,michele30@adventure-works.com,130000,3,Partial College,Professional,Y,MICHELE LOPEZ,71,Premium
21510,MRS.,CAROL,PERRY,12/20/1954,M,F,carol20@adventure-works.com,80000,3,Partial College,Professional,N,CAROL PERRY,72,Mid-Range
21511,MR.,RICHARD,SANDERS,2/6/1954,M,M,richard83@adventure-works.com,80000,4,Partial College,Professional,Y,RICHARD SANDERS,72,Mid-Range
21512,MRS.,EMMA,RUSSELL,11/23/1954,M,F,emma65@adventure-works.com,80000,4,Partial College,Professional,N,EMMA RUSSELL,72,Mid-Range
21513,MRS.,STACEY,XU,4/26/1944,M,F,stacey13@adventure-works.com,70000,5,High School,Professional,Y,STACEY XU,82,Mid-Range
21514,MRS.,KRYSTAL,ZHU,3/11/1944,M,F,krystal14@adventure-works.com,110000,3,Bachelors,Management,Y,KRYSTAL ZHU,82,Premium
21516,MR.,LARRY,SERRANO,4/12/1944,M,M,larry19@adventure-works.com,130000,3,Bachelors,Management,Y,LARRY SERRANO,82,Premium
21517,MR.,GERALD,SUBRAM,10/17/1944,M,M,gerald43@adventure-works.com,170000,3,Graduate Degree,Management,Y,GERALD SUBRAM,82,Premium
21518,MR.,RUBEN,MADAN,11/18/1945,M,M,ruben8@adventure-works.com,70000,5,High School,Professional,Y,RUBEN MADAN,81,Mid-Range
21519,MR.,FRANKLIN,BECKER,4/8/1945,S,M,franklin37@adventure-works.com,100000,2,Bachelors,Management,Y,FRANKLIN BECKER,81,Premium
21520,MR.,SETH,BAKER,7/17/1945,M,M,seth34@adventure-works.com,110000,3,Bachelors,Management,Y,SETH BAKER,81,Premium
21521,MRS.,JOANNA,ROMERO,2/8/1946,S,F,joanna8@adventure-works.com,80000,5,Partial College,Professional,N,JOANNA ROMERO,80,Mid-Range
21522,MRS.,MORGAN,BRYANT,7/11/1946,S,F,morgan87@adventure-works.com,90000,5,Partial College,Professional,N,MORGAN BRYANT,80,Mid-Range
21523,MR.,TIMOTHY,GREEN,8/25/1946,M,M,timothy40@adventure-works.com,120000,4,Bachelors,Management,Y,TIMOTHY GREEN,80,Premium
21524,MRS.,FAITH,WOOD,2/11/1953,S,F,faith2@adventure-works.com,80000,4,Partial College,Professional,Y,FAITH WOOD,73,Mid-Range
21525,MRS.,VICTORIA,HOWARD,8/13/1953,M,F,victoria38@adventure-works.com,80000,4,Partial College,Professional,Y,VICTORIA HOWARD,73,Mid-Range
21526,MR.,JONATHON,MUNOZ,11/7/1953,S,M,jonathon4@adventure-works.com,80000,4,Partial College,Professional,Y,JONATHON MUNOZ,73,Mid-Range
21527,MR.,SERGIO,PATEL,9/21/1954,S,M,sergio3@adventure-works.com,90000,4,High School,Professional,Y,SERGIO PATEL,72,Mid-Range
21528,MR.,JAY,MORENO,5/6/1954,M,M,jay35@adventure-works.com,130000,3,Partial College,Professional,Y,JAY MORENO,72,Premium
21529,MRS.,KRISTI,MARTINEZ,3/4/1953,S,F,kristi35@adventure-works.com,100000,3,Bachelors,Management,Y,KRISTI MARTINEZ,73,Premium
21530,MRS.,TONI,RAMAN,2/3/1953,M,F,toni12@adventure-works.com,100000,3,Bachelors,Management,N,TONI RAMAN,73,Premium
21531,MRS.,KARI,VANCE,2/10/1953,M,F,kari5@adventure-works.com,100000,3,Bachelors,Management,Y,KARI VANCE,73,Premium
21532,MRS.,SIERRA,TURNER,3/25/1953,M,F,sierra4@adventure-works.com,120000,2,Bachelors,Management,N,SIERRA TURNER,73,Premium
21533,MR.,GILBERT,TANG,6/24/1953,M,M,gilbert25@adventure-works.com,130000,0,Partial College,Professional,Y,GILBERT TANG,73,Premium
21534,MR.,WARREN,RAI,4/26/1952,S,M,warren7@adventure-works.com,130000,4,High School,Professional,N,WARREN RAI,74,Premium
21535,MR.,ALFREDO,SANDBERG,7/27/1951,S,M,alfredo21@adventure-works.com,80000,4,High School,Professional,Y,ALFREDO SANDBERG,75,Mid-Range
21536,MR.,BILLY,RUBIO,2/19/1951,M,M,billy21@adventure-works.com,90000,4,High School,Professional,Y,BILLY RUBIO,75,Mid-Range
21537,MRS.,GLORIA,NAVARRO,6/8/1951,M,F,gloria10@adventure-works.com,90000,4,High School,Professional,N,GLORIA NAVARRO,75,Mid-Range
21538,MRS.,TARA,LUO,4/10/1950,M,F,tara6@adventure-works.com,80000,5,High School,Management,Y,TARA LUO,76,Mid-Range
21539,MR.,PHILLIP,RAMAN,3/26/1950,M,M,phillip13@adventure-works.com,100000,3,Partial College,Management,Y,PHILLIP RAMAN,76,Premium
21540,MR.,ROSS,RUBIO,2/17/1950,S,M,ross39@adventure-works.com,150000,4,Bachelors,Management,N,ROSS RUBIO,76,Premium
21541,,DAISY,GUTIERREZ,3/26/1950,M,NA,daisy7@adventure-works.com,160000,2,Partial College,Management,N,DAISY GUTIERREZ,76,Premium
21542,MRS.,PATRICIA,VANCE,5/24/1949,M,F,patricia9@adventure-works.com,70000,5,Partial High School,Skilled Manual,N,PATRICIA VANCE,77,Mid-Range
21543,MRS.,NAOMI,ROMERO,2/2/1949,M,F,naomi9@adventure-works.com,80000,5,High School,Management,Y,NAOMI ROMERO,77,Mid-Range
21544,MR.,GARY,MORENO,4/26/1949,M,M,gary17@adventure-works.com,150000,4,High School,Management,Y,GARY MORENO,77,Premium
21545,MS.,MICHELE,SCHMIDT,10/13/1949,M,F,michele25@adventure-works.com,170000,0,High School,Management,Y,MICHELE SCHMIDT,77,Premium
21546,MR.,CORY,GARCIA,5/25/1948,M,M,cory13@adventure-works.com,90000,4,Partial High School,Skilled Manual,Y,CORY GARCIA,78,Mid-Range
21547,MR.,BRAD,RAJE,5/13/1948,S,M,brad14@adventure-works.com,120000,4,High School,Management,Y,BRAD RAJE,78,Premium
21548,MRS.,CHRISTY,CHANDER,9/2/1948,M,F,christy33@adventure-works.com,130000,5,High School,Management,Y,CHRISTY CHANDER,78,Premium
21549,MR.,JEROME,RUIZ,3/23/1947,S,M,jerome2@adventure-works.com,100000,3,High School,Management,Y,JEROME RUIZ,79,Premium
21550,MRS.,KARA,DENG,8/26/1947,M,F,kara2@adventure-works.com,100000,3,High School,Management,N,KARA DENG,79,Premium
21551,MR.,ELIJAH,BUTLER,8/20/1975,S,M,elijah18@adventure-works.com,60000,0,Bachelors,Professional,N,ELIJAH BUTLER,51,Mid-Range
21552,MR.,FRANCIS,ALVAREZ,11/19/1975,M,M,francis2@adventure-works.com,80000,0,Bachelors,Professional,N,FRANCIS ALVAREZ,51,Mid-Range
21553,MR.,ALLEN,SURI,10/17/1975,M,M,allen0@adventure-works.com,90000,0,Bachelors,Professional,Y,ALLEN SURI,51,Mid-Range
21554,MS.,MOLLY,RANA,7/24/1973,S,F,molly11@adventure-works.com,80000,0,Bachelors,Professional,N,MOLLY RANA,53,Mid-Range
21555,MR.,JARROD,MADAN,3/9/1974,S,M,jarrod7@adventure-works.com,90000,0,Bachelors,Professional,Y,JARROD MADAN,52,Mid-Range
21556,MS.,GLORIA,SERRANO,5/27/1974,S,F,gloria17@adventure-works.com,90000,0,Bachelors,Professional,N,GLORIA SERRANO,52,Mid-Range
21557,MS.,KATE,LAL,4/16/1974,S,F,kate7@adventure-works.com,110000,0,Partial College,Management,Y,KATE LAL,52,Premium
21558,MS.,NICOLE,COLEMAN,12/24/1973,S,F,nicole54@adventure-works.com,100000,0,High School,Management,Y,NICOLE COLEMAN,53,Premium
21559,MR.,PEDRO,MALHOTRA,4/7/1973,M,M,pedro5@adventure-works.com,100000,0,High School,Management,N,PEDRO MALHOTRA,53,Premium
21560,MR.,KRISTOPHER,LOPEZ,9/12/1973,M,M,kristopher15@adventure-works.com,120000,0,Partial High School,Professional,Y,KRISTOPHER LOPEZ,53,Premium
21561,MR.,ALBERT,NAVARRO,5/20/1972,S,M,albert12@adventure-works.com,90000,0,Bachelors,Professional,N,ALBERT NAVARRO,54,Mid-Range
21562,MR.,DREW,JAI,10/19/1972,S,M,drew12@adventure-works.com,100000,0,High School,Management,Y,DREW JAI,54,Premium
21563,MS.,CARLA,MEHTA,12/25/1971,S,F,carla16@adventure-works.com,80000,0,Bachelors,Professional,Y,CARLA MEHTA,55,Mid-Range
21564,MS.,ERICA,LIU,8/1/1971,S,F,erica3@adventure-works.com,80000,0,Bachelors,Professional,Y,ERICA LIU,55,Mid-Range
21565,MS.,SHEENA,SHAN,11/11/1972,M,F,sheena8@adventure-works.com,110000,0,High School,Management,Y,SHEENA SHAN,54,Premium
21566,MR.,JERMAINE,GARCIA,1/15/1972,M,M,jermaine13@adventure-works.com,110000,0,High School,Management,Y,JERMAINE GARCIA,54,Premium
21567,MS.,CANDACE,SANCHEZ,7/13/1971,M,F,candace18@adventure-works.com,100000,0,High School,Management,N,CANDACE SANCHEZ,55,Premium
21568,MS.,JACQUELYN,HERNANDEZ,11/21/1971,M,F,jacquelyn4@adventure-works.com,100000,0,High School,Management,Y,JACQUELYN HERNANDEZ,55,Premium
21569,MR.,BRENDAN,RAI,9/14/1970,S,M,brendan15@adventure-works.com,90000,0,Bachelors,Professional,Y,BRENDAN RAI,56,Mid-Range
21570,MR.,BARRY,KOVÁR,7/2/1970,M,M,barry4@adventure-works.com,100000,0,High School,Management,Y,BARRY KOVÁR,56,Premium
21571,MR.,DARRYL,YANG,4/25/1970,M,M,darryl5@adventure-works.com,110000,0,High School,Management,Y,DARRYL YANG,56,Premium
21572,MR.,RANDALL,RAMOS,4/27/1971,M,M,randall19@adventure-works.com,130000,0,Bachelors,Management,Y,RANDALL RAMOS,55,Premium
21573,MR.,JIMMY,MUNOZ,8/3/1969,S,M,jimmy10@adventure-works.com,130000,0,Bachelors,Management,Y,JIMMY MUNOZ,57,Premium
21574,MR.,FERNANDO,LEWIS,7/18/1964,M,M,fernando19@adventure-works.com,100000,5,Partial College,Professional,Y,FERNANDO LEWIS,62,Premium
21575,MR.,JUSTIN,FOSTER,8/15/1956,M,M,justin13@adventure-works.com,80000,3,Partial College,Professional,N,JUSTIN FOSTER,70,Mid-Range
21576,MR.,BENJAMIN,GONZALES,10/12/1956,M,M,benjamin18@adventure-works.com,80000,3,Partial College,Professional,N,BENJAMIN GONZALES,70,Mid-Range
21577,MRS.,TIFFANY,MA,3/11/1934,M,F,tiffany16@adventure-works.com,50000,2,Graduate Degree,Management,Y,TIFFANY MA,92,Mid-Range
21578,MR.,JORDAN,GREEN,4/21/1934,M,M,jordan68@adventure-works.com,60000,2,Graduate Degree,Management,Y,JORDAN GREEN,92,Mid-Range
21579,MR.,WYATT,JACKSON,11/4/1934,M,M,wyatt12@adventure-works.com,60000,2,Graduate Degree,Management,Y,WYATT JACKSON,92,Mid-Range
21580,MRS.,MARIAH,WARD,12/28/1963,S,F,mariah37@adventure-works.com,80000,4,Partial College,Professional,Y,MARIAH WARD,63,Mid-Range
21581,MRS.,RACHEL,RUSSELL,7/14/1963,M,F,rachel68@adventure-works.com,80000,4,Partial College,Professional,Y,RACHEL RUSSELL,63,Mid-Range
21582,MRS.,AMBER,ROBERTS,3/13/1972,M,F,amber3@adventure-works.com,50000,1,Graduate Degree,Skilled Manual,Y,AMBER ROBERTS,54,Mid-Range
21583,MRS.,JACLYN,LAL,4/5/1972,M,F,jaclyn32@adventure-works.com,50000,1,Bachelors,Skilled Manual,Y,JACLYN LAL,54,Mid-Range
21584,MR.,GAVIN,BRYANT,2/3/1972,M,M,gavin16@adventure-works.com,50000,1,Bachelors,Skilled Manual,Y,GAVIN BRYANT,54,Mid-Range
21585,MRS.,TRINITY,GRAY,6/18/1972,M,F,trinity5@adventure-works.com,50000,1,Bachelors,Skilled Manual,Y,TRINITY GRAY,54,Mid-Range
21586,MRS.,STEPHANIE,FOSTER,7/6/1972,M,F,stephanie43@adventure-works.com,60000,1,Graduate Degree,Skilled Manual,Y,STEPHANIE FOSTER,54,Mid-Range
21587,MRS.,JENNA,ROBERTS,5/28/1972,M,F,jenna3@adventure-works.com,60000,1,Graduate Degree,Skilled Manual,Y,JENNA ROBERTS,54,Mid-Range
21588,MR.,THEODORE,MARTIN,2/3/1972,M,M,theodore0@adventure-works.com,60000,1,Graduate Degree,Skilled Manual,Y,THEODORE MARTIN,54,Mid-Range
21589,MRS.,VANESSA,COLEMAN,3/15/1970,M,F,vanessa6@adventure-works.com,50000,1,Bachelors,Skilled Manual,Y,VANESSA COLEMAN,56,Mid-Range
21590,MRS.,TAYLOR,GONZALES,11/7/1970,M,F,taylor41@adventure-works.com,40000,1,Bachelors,Skilled Manual,Y,TAYLOR GONZALES,56,Budget
21591,MR.,CLAYTON,GOEL,9/26/1970,M,M,clayton37@adventure-works.com,40000,1,Bachelors,Skilled Manual,Y,CLAYTON GOEL,56,Budget
21592,MRS.,CHRISTINA,REED,3/21/1970,M,F,christina19@adventure-works.com,40000,1,Bachelors,Skilled Manual,Y,CHRISTINA REED,56,Budget
21593,MR.,MARCUS,ROBERTS,11/1/1969,S,M,marcus41@adventure-works.com,50000,2,Bachelors,Skilled Manual,N,MARCUS ROBERTS,57,Mid-Range
21594,MRS.,BRIANNA,MOORE,2/20/1969,M,F,brianna6@adventure-works.com,50000,2,Bachelors,Skilled Manual,Y,BRIANNA MOORE,57,Mid-Range
21595,MR.,JUAN,WARD,10/23/1971,M,M,juan22@adventure-works.com,60000,1,Graduate Degree,Professional,Y,JUAN WARD,55,Mid-Range
21596,MR.,LUKE,WRIGHT,8/3/1971,M,M,luke50@adventure-works.com,60000,1,Graduate Degree,Professional,Y,LUKE WRIGHT,55,Mid-Range
21597,MR.,JOSE,JONES,2/3/1971,M,M,jose59@adventure-works.com,70000,3,Graduate Degree,Professional,Y,JOSE JONES,55,Mid-Range
21598,MRS.,CHLOE,PEREZ,10/14/1969,M,F,chloe9@adventure-works.com,60000,1,Graduate Degree,Professional,Y,CHLOE PEREZ,57,Mid-Range
21599,MRS.,SARA,LOPEZ,12/12/1969,M,F,sara48@adventure-works.com,60000,1,Graduate Degree,Professional,Y,SARA LOPEZ,57,Mid-Range
21600,MRS.,ALEXA,BELL,5/27/1968,M,F,alexa12@adventure-works.com,70000,2,Bachelors,Skilled Manual,Y,ALEXA BELL,58,Mid-Range
21601,,JACQUELINE,BELL,2/20/1968,M,NA,jacqueline38@adventure-works.com,70000,2,Bachelors,Skilled Manual,Y,JACQUELINE BELL,58,Mid-Range
21602,MR.,MANUEL,MALHOTRA,12/25/1968,M,M,manuel3@adventure-works.com,70000,2,Bachelors,Skilled Manual,Y,MANUEL MALHOTRA,58,Mid-Range
21603,MR.,SETH,BARNES,6/20/1968,M,M,seth51@adventure-works.com,70000,2,Bachelors,Skilled Manual,Y,SETH BARNES,58,Mid-Range
21604,MS.,MELANIE,HOWARD,5/18/1967,S,F,melanie37@adventure-works.com,40000,0,Bachelors,Professional,N,MELANIE HOWARD,59,Budget
21605,MRS.,BRITTNEY,YE,2/25/1970,M,F,brittney8@adventure-works.com,60000,2,Graduate Degree,Professional,Y,BRITTNEY YE,56,Mid-Range
21606,MR.,CONNOR,ROBERTS,4/11/1970,M,M,connor33@adventure-works.com,60000,2,Graduate Degree,Professional,Y,CONNOR ROBERTS,56,Mid-Range
21607,MR.,BRYCE,TORRES,4/12/1970,M,M,bryce4@adventure-works.com,60000,2,Graduate Degree,Professional,Y,BRYCE TORRES,56,Mid-Range
21608,MR.,DAVID,GRIFFIN,12/6/1970,M,M,david54@adventure-works.com,70000,3,Graduate Degree,Professional,Y,DAVID GRIFFIN,56,Mid-Range
21609,MRS.,TABITHA,BLANCO,7/8/1970,S,F,tabitha36@adventure-works.com,70000,4,Graduate Degree,Professional,Y,TABITHA BLANCO,56,Mid-Range
21610,MR.,CALEB,EDWARDS,2/20/1970,M,M,caleb30@adventure-works.com,70000,4,Graduate Degree,Professional,Y,CALEB EDWARDS,56,Mid-Range
21611,MR.,ETHAN,WILSON,3/18/1970,M,M,ethan40@adventure-works.com,80000,2,Graduate Degree,Professional,Y,ETHAN WILSON,56,Mid-Range
21612,MR.,SPENCER,FOSTER,6/24/1967,S,M,spencer18@adventure-works.com,40000,0,Bachelors,Professional,N,SPENCER FOSTER,59,Budget
21613,MR.,CALEB,POWELL,4/18/1967,S,M,caleb5@adventure-works.com,50000,2,Bachelors,Skilled Manual,N,CALEB POWELL,59,Mid-Range
21614,MR.,WILLIAM,THOMAS,8/17/1967,M,M,william26@adventure-works.com,50000,2,Bachelors,Skilled Manual,Y,WILLIAM THOMAS,59,Mid-Range
21615,MRS.,GRACE,TORRES,5/19/1967,S,F,grace39@adventure-works.com,50000,2,Bachelors,Skilled Manual,N,GRACE TORRES,59,Mid-Range
21616,MR.,CARSON,WOOD,11/6/1966,M,M,carson1@adventure-works.com,60000,0,Graduate Degree,Professional,Y,CARSON WOOD,60,Mid-Range
